,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
32715,40.64919,-73.9731,7,8,0,1
2512,40.73104,-73.99957,12,35,1,1
21098,40.74801,-73.91777,2,0,2,1
10115,40.86274,-73.92842,1,0,1,0
43069,40.81824,-73.93832,4,291,1,0
19679,40.74565,-73.99183,30,365,1,1
28582,40.74933,-73.9767,30,310,1,1
33470,40.75523,-73.91297,2,132,2,0
30071,40.7255,-73.84755,2,0,2,1
15273,40.77631,-73.9556,1,0,1,0
20113,40.74694,-73.99728,1,173,1,1
23658,40.71769,-73.99854,2,314,1,1
5812,40.74366,-73.99721,3,0,1,1
44991,40.76246,-73.98396,1,336,1,0
43900,40.78222,-73.9456,3,8,1,0
21875,40.87094,-73.89386,3,71,4,0
43336,40.76386,-73.98901,5,14,1,1
37259,40.63784,-73.89406,3,361,0,0
48097,40.71755,-73.98967,1,163,1,1
5303,40.64752,-74.0059,2,0,0,2
37237,40.75503,-73.97131,1,176,1,0
29365,40.71868,-73.95917,3,84,0,0
41880,40.73621,-73.98729,4,12,1,0
15966,40.66455,-73.98479,3,0,0,1
30787,40.69837,-73.93045,5,102,0,0
6612,40.75984,-73.99214,1,1,1,0
8736,40.70264,-73.91702,2,359,0,1
45425,40.64017,-73.96417,3,86,0,1
29646,40.8485,-73.93509,1,21,1,0
27385,40.71372,-73.95149,2,0,0,0
17070,40.75724,-73.96384,30,280,1,1
44968,40.76413,-73.98431,1,290,1,0
3027,40.74881,-73.97234,2,364,1,0
26095,40.79796,-73.97255,2,0,1,1
15605,40.73432,-73.9972,2,8,1,1
5729,40.75637,-73.92132,2,0,2,1
13450,40.72697,-74.00098,2,177,1,1
31244,40.71651,-73.95623,2,93,0,1
2626,40.68732,-73.93004,7,14,0,0
16764,40.68132,-73.99757,2,0,0,1
6651,40.71234,-73.96601,1,0,0,0
41103,40.81252,-73.95096,3,30,1,1
34201,40.68007,-73.92963,5,145,0,1
32625,40.80983,-73.9384,2,77,1,0
9713,40.73768,-73.98727,3,0,1,1
31172,40.67951,-73.94426,4,0,0,0
44885,40.81454,-73.94424,2,330,1,0
34860,40.77516,-73.90558,1,363,2,0
40738,40.7078,-73.83634,1,0,2,0
12405,40.72478,-73.85579,3,357,2,1
30237,40.60687,-73.98349,1,0,0,0
4752,40.72428,-73.94348,30,157,0,1
13367,40.6698,-73.94992,3,54,0,1
11133,40.67017,-73.94852,3,261,0,1
10718,40.73418,-74.0046,3,0,1,1
37330,40.75983,-73.99064,2,254,1,1
21087,40.71483,-73.94935,30,64,0,0
21274,40.77707,-73.91887,5,1,2,1
13698,40.70161,-73.93131,4,1,0,1
12085,40.76747,-73.99422,5,0,1,0
36412,40.74029,-73.95927,1,365,2,0
13086,40.77789,-73.97701,1,0,1,1
17052,40.71182,-73.95692,1,0,0,2
8711,40.68623,-73.96755,30,0,0,1
2589,40.71101,-73.95164,2,73,0,0
17005,40.72152,-73.9838,4,140,1,0
38059,40.76079,-73.83387,3,90,2,0
8743,40.68447,-73.9543,3,5,0,1
3216,40.67689,-73.95878,5,0,0,1
22462,40.7847,-73.98196,29,0,1,1
12536,40.80464,-73.95637,2,0,1,0
42100,40.81891,-73.93786,7,43,1,1
934,40.74964,-73.99158,4,324,1,1
30878,40.69506,-73.93556,1,45,0,0
34204,40.80603,-73.94114,2,29,1,1
15887,40.71948,-74.00517,4,3,1,0
16757,40.74637,-73.97207,30,364,1,1
18600,40.66349,-73.94222,28,219,0,1
47704,40.68931,-73.85485,9,246,2,0
35171,40.76106,-73.8305,1,82,2,0
6481,40.73937,-73.98187,3,0,1,0
30760,40.72051,-73.98357,30,193,1,1
36793,40.69034,-73.86268,2,180,2,0
30863,40.68998,-73.93716,3,125,0,1
14583,40.66397,-73.98538,1,0,0,0
8102,40.82883,-73.88854,4,223,4,1
1709,40.77032,-73.95331,2,196,1,0
29013,40.68556,-73.95417,3,66,0,0
146,40.71492,-73.95935,4,214,0,1
28729,40.65224,-73.95724,2,0,0,0
28581,40.80814,-73.94238,6,293,1,1
28779,40.64351,-74.01848,2,365,0,0
27427,40.67577,-73.95751,3,0,0,1
21900,40.68932,-73.94098,2,88,0,1
14047,40.76797,-73.95369,1,0,1,0
33562,40.66625,-73.9826,2,57,0,0
25052,40.76189,-73.92332,4,0,2,1
18735,40.76356,-73.96082,30,365,1,1
48741,40.71812,-73.95495,5,38,0,0
16917,40.71259,-73.99897,1,0,1,0
26228,40.80998,-73.93899,5,24,1,1
27607,40.64658,-73.96909,2,167,0,1
25387,40.67481,-73.97258,3,1,0,1
38958,40.73697,-73.92478,3,305,2,1
21275,40.65998,-73.97811,3,0,0,0
36843,40.83773,-73.94415,3,178,1,0
33631,40.68705,-73.97336,28,307,0,1
48864,40.77192,-73.95369,1,2,1,0
15597,40.80276,-73.94976,28,310,1,1
5764,40.70956,-74.01341,7,0,1,1
13850,40.69664,-73.93628,5,0,0,0
7250,40.71425,-73.96054,1,0,0,0
46601,40.63066,-74.03136,1,361,0,0
29009,40.8041,-73.95252,1,68,1,0
13681,40.73352,-73.85237,1,308,2,1
42861,40.65278,-73.84289,1,323,2,1
41572,40.68446,-73.87801,4,307,0,0
23457,40.6721,-73.95363,14,0,0,0
16018,40.70017,-73.94357,3,0,0,1
16872,40.76642,-73.97107,3,83,1,0
4739,40.74646,-73.99678,10,0,1,1
17277,40.7865,-73.94288,3,0,1,0
1191,40.75782,-73.92129,30,262,2,1
3581,40.83191,-73.9411,2,336,1,0
17208,40.7354,-73.95706,3,0,0,1
15514,40.68521,-73.97131,2,319,0,1
19159,40.76714,-73.9834,30,333,1,1
26701,40.74337,-73.99362,2,274,1,0
14600,40.78687,-73.94542,5,303,1,1
11583,40.7268,-73.98027,1,0,1,0
40639,40.69581,-73.95379,30,311,0,0
15255,40.68264,-73.94238,4,285,0,1
16461,40.73637,-73.98051,5,0,1,1
20667,40.69332,-73.95023,7,0,0,1
23129,40.6589,-74.00018,2,365,0,0
12393,40.79665,-73.94824,2,160,1,1
10768,40.81464,-73.96185,7,0,1,1
47997,40.71432,-73.94805,7,13,0,0
47393,40.78861,-73.94523,4,35,1,1
46010,40.74646,-73.9863,1,254,1,1
17683,40.76062,-73.99741,30,185,1,1
40575,40.65218,-73.96551,7,1,0,0
40293,40.756,-73.91386,1,100,2,0
8360,40.79169,-73.97498,1,0,1,1
3046,40.71295,-73.93874,2,331,0,1
14433,40.69585,-73.92585,2,0,0,0
3687,40.73879,-73.98226,1,0,1,1
3655,40.7759,-73.94921,2,0,1,1
18938,40.68474,-73.93833,7,0,0,0
16344,40.73733,-74.00392,3,0,1,1
26664,40.70404,-73.85832,1,301,2,0
11238,40.58176,-73.96264,30,284,0,1
28610,40.69129,-73.9523,1,8,0,0
34218,40.68454,-73.96425,3,0,0,1
23403,40.69491,-73.92581,3,0,0,0
45398,40.67745,-73.91474,30,221,0,0
19259,40.80869,-73.94205,4,96,1,1
31975,40.64361,-73.90435,1,178,0,1
15794,40.81934,-73.95668,2,0,1,0
20694,40.77149,-73.95121,8,0,1,1
6447,40.7416,-73.99681,3,0,1,1
16053,40.65421,-73.95945,4,0,0,1
539,40.67595,-73.98053,5,0,0,1
44724,40.70153,-73.94709,2,83,0,0
37847,40.73649,-73.99927,3,3,1,1
26063,40.73476,-74.00477,4,10,1,1
19162,40.72195,-73.98698,2,17,1,1
38163,40.69356,-73.94537,2,3,0,0
20314,40.55616,-74.16027,4,15,3,1
29852,40.5895,-74.09663,4,0,3,2
14673,40.7455,-73.98112,30,125,1,1
33039,40.74623,-73.94051,2,122,2,1
17879,40.71944,-73.98441,5,0,1,1
44135,40.70673,-74.01518,5,9,1,1
44934,40.75098,-73.84695,3,153,2,1
48344,40.69718,-73.92328,1,55,0,0
4913,40.74252,-73.9975,1,0,1,1
12127,40.6491,-73.97434,2,0,0,1
2986,40.79858,-73.93585,1,0,1,0
34349,40.75308,-73.96732,3,190,1,1
359,40.85295,-73.93361,2,296,1,0
5014,40.66748,-73.92554,2,1,0,1
3591,40.75667,-73.96464,3,58,1,0
20422,40.63209,-74.11494,2,61,3,0
17971,40.80408,-73.96347,3,8,1,1
3850,40.84966,-73.93945,2,291,1,0
36888,40.73122,-73.98652,2,53,1,1
26526,40.80762,-73.92454,2,130,4,1
16968,40.77081,-73.95216,1,338,1,0
3771,40.73817,-73.92463,4,0,2,1
27470,40.7074,-73.941,1,0,0,0
14741,40.64841,-73.96969,3,264,0,1
1723,40.68798,-73.97442,7,36,0,1
14502,40.73682,-74.00238,2,361,1,1
14140,40.75293,-73.90304,4,211,2,0
28534,40.76739,-73.98225,7,0,1,1
2949,40.75224,-73.99487,3,27,1,0
18904,40.70426,-73.98633,2,164,0,0
44495,40.73521,-74.00528,2,22,1,1
1505,40.80829,-73.9426,21,267,1,1
38729,40.76087,-73.99563,30,326,1,1
33678,40.75637,-73.83208,2,58,2,1
18125,40.71339,-73.96369,1,0,0,1
37085,40.70167,-73.93308,1,342,0,0
2321,40.66065,-73.98817,3,201,0,1
34964,40.75355,-73.97352,7,184,1,0
34744,40.75526,-73.99719,7,342,1,0
39399,40.73989,-73.97984,7,71,1,1
4791,40.83328,-73.94511,6,258,1,0
4503,40.77766,-73.9561,6,0,1,1
33622,40.61543,-74.08513,2,312,3,1
15471,40.76869,-73.91966,7,0,2,1
37280,40.74881,-73.93885,14,0,2,0
40526,40.64373,-74.01351,1,177,0,0
5991,40.71962,-73.98567,2,227,1,1
20476,40.69899,-73.98653,5,0,0,1
7341,40.70882,-73.93705,4,306,0,1
10537,40.72218,-73.93894,4,30,0,1
33316,40.71064,-73.87463,1,0,2,1
20823,40.84798,-73.94092,2,0,1,0
32347,40.80693,-73.94831,28,50,1,1
13996,40.75666,-73.91449,3,352,2,1
19576,40.72482,-73.95408,1,0,0,0
27341,40.76945,-73.98798,2,74,1,0
532,40.7969,-73.96128,6,180,1,0
38144,40.72975,-74.0042,2,19,1,1
32961,40.6357,-73.97208,14,112,0,1
22380,40.68761,-73.94953,1,10,0,0
48592,40.8026,-73.95373,3,29,1,0
19583,40.7385,-73.98782,1,0,1,1
11048,40.69872,-73.78614,1,349,2,0
42876,40.70865,-73.94507,4,4,0,1
16061,40.68622,-73.91026,1,365,0,0
34179,40.72617,-73.97934,2,275,1,1
18965,40.68287,-73.85981,2,353,2,0
13460,40.69176,-73.94765,2,0,0,0
43616,40.67468,-73.96149,2,0,0,0
37560,40.74441,-73.97328,5,51,1,1
43475,40.71565,-73.99211,4,8,1,1
5564,40.72414,-73.95355,2,16,0,1
33821,40.69516,-73.93213,5,167,0,0
29415,40.72143,-73.95702,3,0,0,0
28239,40.82277,-73.9555,5,301,1,1
40429,40.74633,-73.82975,1,139,2,1
12786,40.71162,-73.9639,5,0,0,1
12819,40.81602,-73.94316,28,16,1,0
34790,40.75216,-73.97351,3,0,1,1
12881,40.8226,-73.95468,30,183,1,0
21462,40.75151,-73.97114,30,0,1,0
20744,40.81199,-73.95341,2,0,1,1
33882,40.69319,-73.90692,1,0,0,0
4439,40.64444,-74.08302,3,39,3,1
8767,40.68701,-73.99054,2,0,0,0
35079,40.70767,-73.92307,7,28,0,0
22896,40.71493,-73.94861,1,272,0,0
36879,40.76681,-73.91308,5,188,2,0
4132,40.70844,-73.95191,2,0,0,1
7390,40.74447,-73.98362,3,115,1,1
30742,40.70484,-73.92117,2,0,0,1
31435,40.72198,-73.94911,30,354,0,1
30609,40.71166,-73.96054,2,0,0,0
25746,40.72788,-73.9939,2,0,1,1
15132,40.76511,-73.98345,30,352,1,1
25288,40.72509,-73.95418,6,43,0,0
48797,40.76431,-73.90992,15,341,2,0
412,40.72212,-73.94254,5,9,0,1
30953,40.81205,-73.95322,1,365,1,0
41489,40.73834,-73.79209,1,32,2,0
13939,40.70777,-73.9435,6,0,0,1
41057,40.70455,-73.92565,1,0,0,0
46043,40.69971,-73.93068,9,159,0,1
12763,40.66352,-73.98488,3,0,0,1
41159,40.70118,-73.92176,2,53,0,1
14464,40.81696,-73.94164,3,3,1,0
28322,40.74152,-73.87633,1,49,2,0
31444,40.68994,-73.90526,1,106,0,0
9734,40.74582,-73.99472,1,0,1,0
24118,40.76488,-73.91813,1,89,2,0
41815,40.74063,-73.87732,29,34,2,0
28885,40.72486,-73.98241,30,190,1,1
8937,40.68382,-73.9215,2,0,0,1
22762,40.64896,-73.94317,3,78,0,1
25078,40.67296,-73.87435,1,177,0,1
40266,40.79132,-73.95083,2,224,1,0
33436,40.78866,-73.9507,1,0,1,1
42249,40.83757,-73.8353,1,229,4,0
29636,40.81246,-73.95161,4,0,1,1
36770,40.76125,-73.99546,30,187,1,1
8088,40.71046,-73.96054,10,6,0,1
18392,40.72173,-73.94768,30,301,0,1
35054,40.799,-73.94107,2,10,1,2
8045,40.79422,-73.97565,7,0,1,0
46383,40.75393,-73.99992,1,362,1,1
44063,40.59725,-73.97684,2,97,0,1
24369,40.68898,-73.97707,1,0,0,1
11439,40.68846,-73.95653,3,243,0,1
9074,40.68153,-74.0016,2,277,0,1
31612,40.71313,-74.00681,2,0,1,0
8245,40.72297,-73.98604,2,0,1,0
27706,40.76309,-73.96439,2,0,1,2
33786,40.76187,-73.98984,1,251,1,0
3257,40.79629,-73.94769,2,288,1,0
30121,40.76163,-73.97113,1,216,1,1
24519,40.73598,-74.00505,30,267,1,1
47904,40.76246,-73.99193,2,32,1,1
13192,40.71104,-73.96287,5,0,0,1
44398,40.70709,-74.01241,2,355,1,1
19285,40.68014,-73.94048,3,338,0,1
3884,40.69392,-73.95446,27,148,0,1
2206,40.74583,-74.00363,7,188,1,1
25545,40.82198,-73.95771,2,355,1,0
7184,40.68173,-74.00366,3,326,0,0
47782,40.76123,-73.99084,3,150,1,1
42873,40.66039,-73.93034,1,0,0,0
46343,40.75803,-73.96224,30,283,1,1
8998,40.70588,-73.91464,1,0,2,0
17716,40.80734,-73.9673,3,0,1,1
25425,40.81748,-73.94484,5,113,1,1
32188,40.68456,-73.92489,3,0,0,1
32755,40.79059,-73.94332,14,0,1,0
30317,40.697,-73.93116,1,0,0,0
21488,40.72537,-73.97878,2,18,1,0
36628,40.69558,-73.94697,30,365,0,0
41582,40.73218,-73.89633,1,0,2,0
41839,40.7966,-73.97428,3,0,1,0
37038,40.78819,-73.94234,2,89,1,0
26759,40.77832,-73.95017,30,0,1,0
44582,40.76106,-73.98647,29,333,1,1
12777,40.63661,-74.07868,2,324,3,0
29252,40.72133,-73.98684,1,0,1,0
42241,40.76266,-73.93929,7,115,2,0
39987,40.76102,-73.98874,5,118,1,1
30769,40.76318,-73.98838,5,110,1,0
48590,40.76966,-73.96688,1,15,1,1
48628,40.81733,-73.84807,2,167,4,1
16426,40.74747,-73.98061,30,365,1,1
36054,40.77713,-73.95096,30,236,1,0
30228,40.70744,-73.94681,1,0,0,0
1900,40.74712,-73.99514,3,18,1,0
15312,40.72838,-73.98539,4,0,1,1
8397,40.75545,-73.96896,1,0,1,0
36003,40.74712,-73.98461,29,291,1,1
5217,40.84611,-73.91036,3,343,4,0
37242,40.69031,-73.95855,3,0,0,0
13891,40.69366,-73.91608,2,29,0,1
28390,40.70429,-73.91688,2,38,0,1
1661,40.73233,-73.98695,5,316,1,0
16022,40.83018,-73.9483,1,352,1,0
12434,40.80536,-73.96228,14,0,1,0
35781,40.72664,-73.89294,2,309,2,1
1530,40.70234,-73.91849,2,225,0,0
37510,40.70343,-73.94894,6,4,0,1
1188,40.77799,-73.95223,1,0,1,0
16247,40.67321,-73.79247,1,256,2,1
20637,40.72351,-73.98389,2,0,1,0
11161,40.78406,-73.95294,14,0,1,0
33058,40.86113,-73.91511,5,11,4,1
43469,40.63555,-74.02962,1,154,0,0
5075,40.68949,-73.92784,3,89,0,1
9898,40.81835,-73.94138,1,0,1,0
4706,40.70648,-73.95444,20,240,0,0
5176,40.72037,-73.9596,30,252,0,1
6888,40.76175,-73.9892,1,0,1,0
19124,40.68203,-73.92676,3,311,0,0
43518,40.67807,-73.95532,4,28,0,1
18595,40.64737,-74.01357,2,4,0,0
33033,40.72292,-73.99951,3,61,1,1
28842,40.68608,-73.91534,5,112,0,0
47623,40.71582,-73.9573,9,310,0,0
24383,40.75554,-73.99329,20,0,1,1
31143,40.69181,-73.95453,1,0,0,0
36227,40.66197,-73.86794,2,158,0,0
704,40.59262,-74.06659,2,353,3,1
46806,40.76435,-73.93537,5,63,2,1
11440,40.76285,-73.99159,6,0,1,0
5015,40.75997,-73.90926,3,0,2,1
35953,40.70473,-73.92662,4,0,0,1
46689,40.70695,-73.92295,15,176,0,0
18700,40.78608,-73.94305,3,0,1,0
25434,40.67907,-73.94916,2,86,0,1
19251,40.64747,-73.96171,3,335,0,0
37723,40.68425,-73.99464,1,250,0,1
32686,40.70659,-74.01002,3,102,1,1
3384,40.7582,-73.92811,3,291,2,1
46014,40.82204,-73.95566,1,211,1,0
2980,40.68972,-73.93073,2,106,0,1
37288,40.72766,-73.97715,1,5,1,1
11138,40.7083,-74.00415,7,0,1,1
37582,40.71988,-73.83922,3,236,2,2
24297,40.66837,-73.98649,2,201,0,1
43811,40.78548,-73.97078,30,202,1,1
35683,40.71392,-73.94034,3,0,0,0
3248,40.76247,-73.99225,21,203,1,1
16412,40.68675,-73.95341,2,0,0,0
11757,40.77942,-73.97627,1,0,1,1
107,40.71459,-73.94844,30,222,0,1
25121,40.83336,-73.88636,2,358,4,0
41258,40.73028,-74.00015,1,29,1,1
46737,40.7682,-73.98598,30,66,1,1
12430,40.80948,-73.94739,3,226,1,1
67,40.72649,-73.97904,1,72,1,0
37226,40.68638,-73.97378,2,28,0,1
2697,40.7223,-73.9821,2,16,1,1
32666,40.70819,-74.00662,3,2,1,1
10026,40.76102,-73.96124,1,0,1,0
48678,40.69383,-73.99328,14,17,0,1
45323,40.6845,-73.92454,2,22,0,1
14141,40.64553,-74.00221,2,0,0,0
23213,40.71258,-73.96341,2,2,0,0
5396,40.69098,-73.97989,29,159,0,1
20685,40.67514,-73.97598,2,0,0,1
22520,40.64538,-73.954,14,349,0,1
36703,40.76219,-73.99493,1,335,1,2
23555,40.69297,-73.95158,3,0,0,0
4551,40.72854,-73.98434,2,0,1,1
24056,40.70642,-73.92739,8,0,0,1
5309,40.68769,-73.93074,2,71,0,0
12022,40.67246,-73.93401,1,0,0,0
3123,40.82597,-73.95102,5,260,1,1
27308,40.69723,-73.92244,2,352,0,1
7786,40.68336,-73.91449,3,264,0,1
18524,40.70623,-73.94951,1,39,0,1
38129,40.75542,-73.90716,3,42,2,1
26106,40.75015,-73.85961,2,140,2,1
41440,40.70651,-74.01252,2,336,1,1
7310,40.70713,-73.94537,2,5,0,1
31425,40.58765,-73.94881,30,84,0,2
39811,40.70482,-73.90342,30,365,2,2
29065,40.72941,-74.00004,3,0,1,1
29241,40.72555,-73.98247,2,0,1,1
9535,40.78763,-73.97308,3,0,1,0
34723,40.75889,-73.82104,1,342,2,0
28782,40.69216,-73.96011,2,72,0,0
38616,40.79422,-73.94383,30,219,1,1
22344,40.68824,-73.91567,2,10,0,1
9566,40.71645,-74.00402,2,0,1,1
36073,40.79933,-73.94283,1,247,1,0
39210,40.68598,-73.95735,15,331,0,0
29511,40.67968,-73.99066,2,80,0,0
31371,40.72433,-73.97688,1,28,1,0
43911,40.70445,-73.94491,4,6,0,0
32814,40.72488,-73.94932,1,6,0,1
1626,40.74231,-73.97839,30,365,1,1
38525,40.75907,-73.99558,1,46,1,1
1776,40.7449,-73.97656,30,311,1,1
19401,40.69349,-73.94439,1,0,0,0
28303,40.68416,-73.93176,2,0,0,1
21161,40.80055,-73.94101,1,112,1,0
13385,40.71686,-73.95428,5,0,0,0
41178,40.72026,-73.98787,20,3,1,0
27373,40.74791,-73.97939,3,0,1,1
593,40.68653,-73.98562,4,0,0,1
38470,40.83956,-73.94102,1,0,1,1
44849,40.8439,-73.78792,1,18,4,0
29409,40.68784,-73.95235,3,0,0,0
44556,40.72859,-73.97977,3,162,1,1
18662,40.66028,-73.961,2,0,0,1
11654,40.75454,-73.97083,6,0,1,1
829,40.7389,-73.95395,3,84,0,1
48311,40.701,-73.9243,2,331,0,1
2234,40.70851,-73.949,4,127,0,1
5853,40.76845,-73.9832,3,230,1,0
37878,40.68706,-73.8645,2,47,2,0
35561,40.75598,-73.8837,2,325,2,0
13594,40.67174,-73.98616,30,73,0,0
47436,40.75267,-73.93111,1,351,2,0
33585,40.77673,-73.95525,2,0,1,0
5592,40.68439,-73.92811,3,257,0,1
6636,40.71349,-73.9629,5,0,0,1
3539,40.71872,-73.95496,10,42,0,0
36674,40.67419,-73.92173,3,327,0,1
34881,40.71015,-73.94654,4,0,0,0
42906,40.78687,-73.97428,2,2,1,1
26438,40.87759,-73.88459,2,62,4,0
16853,40.76213,-73.99972,30,365,1,1
17732,40.72869,-74.00157,6,0,1,0
33340,40.82154,-73.94925,2,328,1,1
38468,40.58889,-73.94797,1,83,0,0
12829,40.77227,-73.94968,3,0,1,1
7254,40.76917,-73.98488,30,365,1,1
5122,40.68822,-73.94357,2,226,0,1
43444,40.7609,-73.98594,30,189,1,1
22461,40.77412,-73.9061,1,202,2,1
47849,40.7032,-73.89571,4,146,2,1
39544,40.78168,-73.98099,2,0,1,1
4774,40.76125,-73.99642,1,0,1,1
46953,40.69235,-73.97369,2,164,0,0
21638,40.72117,-73.98215,3,136,1,1
48133,40.72785,-74.00145,4,336,1,1
31653,40.75864,-73.97035,30,188,1,1
37716,40.63835,-73.94621,3,170,0,1
25935,40.77237,-73.95275,2,0,1,0
37547,40.6989,-73.9246,2,0,0,1
27828,40.86794,-73.91629,1,3,1,1
1263,40.72855,-73.98265,30,0,1,1
9430,40.68073,-73.97515,1,0,0,1
26771,40.76183,-73.99181,1,292,1,1
47287,40.72488,-73.98317,2,6,1,1
38804,40.7396,-73.97938,30,249,1,1
20412,40.70719,-73.94749,3,0,0,0
26963,40.82706,-73.91779,1,88,4,0
6197,40.7113,-73.94938,3,0,0,0
7253,40.6686,-73.93037,3,344,0,1
36750,40.78029,-73.8184,1,87,2,0
47952,40.70491,-73.91024,2,133,2,0
2571,40.6838,-73.99849,7,256,0,1
45159,40.75933,-73.98751,29,336,1,1
29749,40.8521,-73.93958,7,171,1,1
36678,40.68308,-73.81649,2,362,2,1
46997,40.69312,-73.96051,2,66,0,1
11774,40.69885,-73.93371,10,0,0,1
148,40.71165,-73.96087,3,262,0,0
1096,40.71746,-73.98782,5,0,1,0
45256,40.75893,-73.99,3,0,1,1
21443,40.64672,-74.00087,20,41,0,0
18130,40.70698,-73.96193,4,82,0,1
12307,40.76737,-73.91244,2,128,2,0
3293,40.71367,-73.95673,1,78,0,0
33983,40.76109,-73.88898,2,236,2,0
23900,40.84191,-73.9356,3,0,1,0
24865,40.67806,-73.94459,1,0,0,1
4251,40.78414,-73.9783,1,0,1,1
26266,40.74578,-73.97595,5,22,1,1
28636,40.82434,-73.95066,3,0,1,1
25914,40.84964,-73.78717,2,118,4,0
20081,40.77129,-73.9501,1,0,1,1
38532,40.71679,-73.95644,1,89,0,0
34604,40.72208,-73.94275,2,364,0,1
28493,40.70934,-73.95243,7,0,0,0
44856,40.80068,-73.94072,2,192,1,1
2164,40.77896,-73.97849,7,0,1,1
15651,40.70595,-73.90871,5,0,2,0
31064,40.79309,-73.94347,4,6,1,0
43817,40.7284,-73.99053,30,84,1,0
18558,40.74615,-73.91704,2,88,2,0
32051,40.71854,-74.00352,3,84,1,1
4047,40.64576,-73.95871,15,0,0,0
35794,40.77878,-73.95694,1,0,1,0
37594,40.70932,-73.94792,1,32,0,0
24636,40.76589,-73.79449,1,0,2,1
43805,40.69612,-73.92918,2,147,0,0
38856,40.65332,-73.95778,4,8,0,1
23432,40.70821,-73.94274,2,0,0,0
30888,40.74564,-73.98181,3,0,1,1
48467,40.73477,-74.00246,3,107,1,1
31487,40.68771,-73.92281,2,219,0,1
24588,40.71609,-73.99204,10,0,1,1
31011,40.77289,-73.91293,7,260,2,1
7745,40.76279,-73.92039,2,0,2,1
43526,40.70729,-74.01095,2,263,1,1
15256,40.64062,-73.94733,2,279,0,1
14727,40.68486,-73.932,1,0,0,0
29227,40.69741,-73.89895,4,0,2,0
26623,40.84334,-73.9405,2,116,1,1
18922,40.6892,-73.9506,1,0,0,0
18332,40.71208,-73.96256,2,0,0,1
14257,40.76355,-73.99391,1,7,1,1
4523,40.67231,-73.94426,5,0,0,1
22402,40.85516,-73.92863,1,128,1,0
40021,40.82269,-73.94969,2,263,1,1
44371,40.64902,-73.94795,1,33,0,1
15247,40.69438,-73.94726,4,0,0,0
45842,40.69707,-73.93201,1,60,0,0
23031,40.76848,-73.93213,3,154,2,0
15164,40.76506,-73.98236,30,352,1,1
13669,40.76214,-73.98985,1,0,1,0
41562,40.66854,-73.95857,2,0,0,1
16235,40.76106,-73.9848,30,340,1,1
44520,40.82672,-73.94948,10,55,1,0
20666,40.718,-73.98497,8,0,1,1
19219,40.85585,-73.86486,5,328,4,0
15168,40.76657,-73.98201,30,345,1,1
34075,40.69482,-73.91096,1,5,0,0
13493,40.7271,-73.99092,2,0,1,1
14492,40.69586,-73.95026,5,0,0,0
32443,40.58484,-73.94022,10,331,0,0
8804,40.71085,-73.94894,1,0,0,1
20808,40.81387,-73.96205,10,0,1,1
20783,40.71812,-74.0044,3,0,1,1
23336,40.68333,-73.99802,3,0,0,1
746,40.74409,-73.91122,2,306,2,0
10625,40.78222,-73.94791,1,0,1,1
43951,40.76623,-73.91243,1,35,2,0
23593,40.79771,-73.94833,2,59,1,0
14274,40.80129,-73.95389,2,88,1,0
36097,40.77379,-73.91875,3,0,2,1
39652,40.73245,-74.00328,3,115,1,1
11800,40.77497,-73.91425,4,38,2,1
35887,40.65209,-73.97376,14,174,0,0
12624,40.71753,-73.95742,2,130,0,1
20605,40.66383,-73.983,4,0,0,1
22008,40.7683,-73.95919,4,4,1,1
21320,40.77565,-73.94919,2,3,1,1
6907,40.72007,-73.98775,3,349,1,0
15100,40.78807,-73.97406,1,0,1,0
46839,40.69768,-73.97564,30,337,0,0
14697,40.75573,-73.99228,1,273,1,1
25057,40.65004,-74.00108,3,195,0,1
48264,40.76066,-73.99011,1,0,1,1
4558,40.66638,-73.95229,2,7,0,0
4823,40.67505,-73.97795,5,0,0,1
30483,40.68524,-73.97463,2,11,0,1
6118,40.68256,-73.94326,3,69,0,1
5682,40.72934,-73.98603,1,0,1,1
24378,40.78271,-73.9454,3,0,1,1
8040,40.66356,-73.95667,4,28,0,1
41444,40.70706,-74.01036,2,346,1,1
23398,40.69412,-73.91039,3,0,0,1
34386,40.75579,-73.9652,30,364,1,1
1655,40.67968,-73.94715,1,0,0,0
22880,40.75444,-73.76938,1,346,2,0
44782,40.72159,-74.00022,7,59,1,0
9006,40.70393,-73.91679,30,259,0,0
2754,40.72822,-74.00429,3,276,1,0
28335,40.76583,-73.98087,1,0,1,1
18292,40.7277,-74.00375,2,275,1,0
46394,40.70078,-73.92803,6,27,0,0
18913,40.70661,-73.93584,1,0,0,0
24961,40.69627,-73.92265,3,0,0,0
10282,40.69994,-73.92176,3,0,0,0
16193,40.73333,-73.95699,2,124,0,1
40741,40.8063,-73.9454,4,119,1,0
10327,40.70395,-74.00995,14,204,1,0
12011,40.7073,-73.94219,4,0,0,1
47044,40.75563,-73.96621,28,340,1,1
26599,40.76047,-73.83193,2,0,2,0
31052,40.87621,-73.90997,3,238,1,0
8978,40.58804,-73.95674,2,334,0,1
4200,40.7625,-73.93919,1,0,2,1
24530,40.71916,-73.94215,1,0,0,0
18583,40.66383,-73.764,2,357,2,0
10968,40.82497,-73.94595,1,363,1,0
9340,40.80712,-73.95323,7,4,1,0
20765,40.70639,-74.00794,5,0,1,0
10110,40.69845,-73.93495,1,0,0,0
